feature_id,source_generation,domain,feature,subfeature,v1_depth,v1_status,old_status,current_status,office_status,ui_status,api_status,db_status,authorization_status,realtime_status,notification_status,test_status,decision,priority,target_phase,regression_risk,v1_evidence,old_evidence,current_evidence,office_evidence,notes
MSG-056,ROUND-1 (V2 lineage),J,Cross-family data isolation,A and B never share data,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,n/a,"**CONFIRMED SPLIT** — a message sent through one family is invisible to the other; a user's ""inbox"" depends on which page they opened",NOT APPLICABLE,n/a,n/a,n/a,n/a,NONE,n/a,none,MERGE INTO NEW SYSTEM,**P0**,Phase 1,High,not assessed in round 1,n/a,"Family A keys messages.threadId on a uuid (lib/db/schemas/messages-schema.ts:28) and the sender on users.id; Family B keys on composite (thread_type, thread_id) (lib/services-marketplace-schema.ts:290) and the sender on the **email** (app/api/service-messages/route.ts:37)",none,The two families are separate universes || admin: none
NOTIF-001,ROUND-1 (V2 lineage),K,In-app notification centre,services notifications page,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**BETTER THAN OLD** — but with a live field-name bug: the page reads n.read (:16,98,99,107) while the API returns raw rows with **is_read** (lib/services/marketplace.ts:2094 SELECT *, column lib/services-marketplace-schema.ts:279). Every notification therefore renders permanently unread",FULL (desktop),PARTIAL,FULL,FULL,FULL,NONE,n/a,none,FIX REGRESSION,P1,Phase 1,Med,not assessed in round 1,none found — old-tag has **no notification code or table** (grep notification/notify( over hist/old-tag/lib + app/api → zero hits),app/dashboard/services/notifications/page.tsx:20-117,"DashboardAlertsView / DashboardAlertsViewModel (inv/dll_strings.txt:811,1418,4274)",List of a user's notifications with mark-read || admin: app/api/admin/integration-overview/route.ts:20 (office deliveries only)
NOTIF-002,ROUND-1 (V2 lineage),K,In-app,list API,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,FULL,NOT APPLICABLE,n/a,FULL,FULL,"FULL (own rows only, lib/services/marketplace.ts:2094)",NONE,n/a,none,KEEP,P3,—,Low,not assessed in round 1,none found,app/api/service-notifications/route.ts:9-17; limit clamped 1-100 (:15),n/a,GET /api/service-notifications || admin: n/a
NOTIF-003,ROUND-1 (V2 lineage),K,In-app,unread count,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,FULL,FULL,FULL,FULL,FULL,FULL,NONE,n/a,none,KEEP,P3,—,Low,not assessed in round 1,none found,lib/services/marketplace.ts:2116-2120; served at app/api/service-notifications/route.ts:16; badge src/components/services/ServiceDashboardShell.tsx:62-65; also app/api/service-dashboard/counts/route.ts:42,IsRead column (AkarDB.sqlite DashboardAlerts),Count of unread notifications || admin: n/a
NOTIF-004,ROUND-1 (V2 lineage),K,In-app,mark one read,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,FULL,FULL,FULL,FULL,FULL,FULL,NONE,n/a,none,KEEP,P3,—,Low,not assessed in round 1,none found,app/api/service-notifications/[id]/read/route.ts:11-19; lib/services/marketplace.ts:2100-2106 (scoped by user_id),"DismissOne / DismissCommand (inv/dll_strings.txt:2460,4396)",POST /api/service-notifications/[id]/read || admin: n/a
NOTIF-005,ROUND-1 (V2 lineage),K,In-app,mark all read,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,FULL,FULL,FULL,FULL,FULL,FULL,NONE,n/a,none,KEEP,P3,—,Low,not assessed in round 1,none found,app/api/service-notifications/read-all/route.ts:9-16; lib/services/marketplace.ts:2108-2114,DismissAll / DismissAllCommand (inv/dll_strings.txt:4393-4394),POST /api/service-notifications/read-all || admin: n/a
NOTIF-006,ROUND-1 (V2 lineage),K,In-app,dismiss / delete,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**MISSING — desktop has it, web does not**",FULL,MISSING,MISSING,MISSING,n/a,NONE,n/a,none,RESTORE (parity with desktop),P2,Phase 2,Low,not assessed in round 1,none found,"**none** — no delete route, no is_dismissed column (lib/services-marketplace-schema.ts:270-282)","**present on desktop**: IsDismissed column + DismissOne/DismissAll commands (AkarDB.sqlite DashboardAlerts; inv/dll_strings.txt:243,2627,4393-4396)",Removing a notification from the list || admin: n/a
NOTIF-007,ROUND-1 (V2 lineage),K,Preferences,per-user notification settings,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**MISSING**,MISSING,MISSING,MISSING,MISSING,n/a,NONE,n/a,none,NEW IMPROVEMENT,P1,Phase 2,Med,not assessed in round 1,none found,"**none for platform users.** Only office/sponsor-scoped rules exist (lib/integration/notifications.ts:45-83), keyed by sponsor_id+office_id, with **no writer** (see NOTIF-009)",none,User chooses which events notify them and on which channel || admin: none
NOTIF-008,ROUND-1 (V2 lineage),K,Preferences,quiet hours,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**STUB** — logic is correct and unit-tested (tests/integrations-notifications.test.mjs, package.json:13) but sits inside dispatchOfficeNotification, which has **zero callers**",MISSING,MISSING,n/a,FULL,n/a,NONE,n/a,SOURCE VERIFIED,KEEP + IMPROVE,P2,Phase 3,Low,not assessed in round 1,none found,lib/integration/notifications.ts:39-43 isWithinQuietWindow (handles wrap-past-midnight); used :114-121,none,Defer delivery during a time window || admin: none
NOTIF-009,ROUND-1 (V2 lineage),K,Office,notification rules table + upsert,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**STUB** — upsertNotificationRule has **zero callers** anywhere (grep across app,lib,src); the rules list is always empty and there is no UI to create a rule",MISSING,READ ONLY,READ ONLY,FULL,FULL,NONE,n/a,SOURCE VERIFIED,FIX REGRESSION,P2,Phase 3,Med,not assessed in round 1,none found,lib/integration/schema.ts:77-88; upsertNotificationRule lib/integration/notifications.ts:45-83,none,Per-sponsor/office/event/channel enable + quiet window || admin: app/dashboard/office/notifications/page.tsx:25 rules view
NOTIF-010,ROUND-1 (V2 lineage),K,Office,delivery log,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**STUB** — table and reader are complete; the only writer is dispatchOfficeNotification (lib/integration/notifications.ts:126-149), which has **zero callers**. The log is permanently empty",MISSING,FULL,FULL,FULL,FULL,NONE,n/a,SOURCE VERIFIED,FIX REGRESSION,P2,Phase 3,Med,not assessed in round 1,none found,"lib/integration/schema.ts:89-106; listNotificationDeliveries lib/integration/notifications.ts:162-190; API app/api/office/v1/notifications/route.ts:22 (scoped by device+sponsor, scope office.notifications.read :10)",none,Record of every notification attempt with status || admin: app/api/admin/integration-overview/route.ts:20
NOTIF-011,ROUND-1 (V2 lineage),K,Office,admin/office delivery UI,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,PARTIAL — renders correctly against permanently empty data,MISSING,FULL,FULL,n/a,FULL,NONE,n/a,none,KEEP,P3,Phase 3,Low,not assessed in round 1,none found,app/dashboard/office/notifications/page.tsx:16-128; status tones :9-14,none,Two-tab deliveries/rules viewer || admin: same file
NOTIF-012,ROUND-1 (V2 lineage),K,Delivery,deduplication,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,none,none,MISSING,**STUB** (uncalled path) — note the platform-user notify() path (lib/services/marketplace.ts:2081-2089) has **no dedup at all**,MISSING,n/a,FULL,FULL,n/a,NONE,n/a,SOURCE VERIFIED,MERGE INTO NEW SYSTEM,P2,not assessed in round 1,none found,lib/integration/notifications.ts:89-94 dedup_key = eventId\,recipientKey\,Same event never delivered twice to the same recipient || admin: eventType; unique index lib/integration/schema.ts:147
NOTIF-013,ROUND-1 (V2 lineage),K,Channel,in-app,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**FULL** (platform path) / STUB (office path),FULL,FULL,FULL,FULL,FULL,NONE,n/a,none,KEEP,P2,—,Low,not assessed in round 1,none found,"lib/services/marketplace.ts:2081-2089 (real, used); OFFICE_NOTIFICATION_CHANNELS lib/integration/constants.ts:29 declares in_app for the office path","NotificationsPopup, LoadNotifications, RefreshNotificationsCommand (inv/dll_strings.txt:5183,5185,2923,5483)",Notification shown inside the web app || admin: n/a
NOTIF-014,ROUND-1 (V2 lineage),K,Channel,email,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**MISSING** — email is declared as an office channel (lib/integration/constants.ts:29) but there is no email transport call on any notification path,MISSING,n/a,MISSING,n/a,n/a,NONE,NONE,none,NEW IMPROVEMENT,**P1**,Phase 2,High,not assessed in round 1,none found,"**MISSING for notifications.** lib/email/templates.ts:15-21 defines exactly 7 kinds — verification, otp, welcome, reset, password_changed, email_changed, email_change_confirm — all auth. The only senders are lib/auth/verification-actions.ts:82,128,176,231,276,340,389 and app/api/auth/register/route.ts:207. No template or send for message/offer/order/auction",none,Notification delivered by email || admin: none
NOTIF-015,ROUND-1 (V2 lineage),K,Channel,office desktop,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**STUB** — declared channel, no dispatcher, no desktop consumer",PARTIAL (local alerts only),n/a,READ ONLY,FULL,n/a,NONE,NONE,SOURCE VERIFIED,NEW IMPROVEMENT,P2,Phase 3,Med,not assessed in round 1,none found,office_desktop declared lib/integration/constants.ts:29; delivery rows would carry device_id (lib/integration/schema.ts:93) and the client would read app/api/office/v1/notifications/route.ts:22,desktop reads via DashboardAlerts local table only; no evidence of a web-notification fetch in dll_urls.txt (no /notifications URL),Push to the AkarApp Office desktop client || admin: n/a
NOTIF-016,ROUND-1 (V2 lineage),K,Channel,browser / web push,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**MISSING/BROKEN**,MISSING,BROKEN,MISSING,MISSING,n/a,NONE,NONE,none,NEW IMPROVEMENT,P2,Phase 3,Med,not assessed in round 1,none found,"**MISSING** — no PushManager, no VAPID key, no Notification.requestPermission anywhere. src/components/public/PwaManager.tsx:19 registers /sw.js, and **sw.js does not exist in the repo** (find -name sw.js → nothing; public/ is absent)",none,Web Push (VAPID + service worker) || admin: none
NOTIF-017,ROUND-1 (V2 lineage),K,Deep links,notification → target,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,FULL,"PARTIAL (entity ref stored, no navigation string)",FULL,FULL,FULL,n/a,NONE,n/a,none,KEEP,P3,—,Low,not assessed in round 1,none found,"notify(link) populated from contextLinkFor for messages (lib/services/marketplace.ts:1874,1879) and hardcoded per event elsewhere (:182,186,1178,1377,1438,1571); consumed app/dashboard/services/notifications/page.tsx:97 with /dashboard/services fallback",RelatedEntityType/RelatedEntityId on DashboardAlerts,Clicking a notification opens the entity || admin: n/a
NOTIF-018,ROUND-1 (V2 lineage),K,Realtime,SSE push of notifications,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**STUB** (Phase 0 N16, docs/release/PHASE-0-BASELINE.md:489,554)",MISSING,MISSING,STUB,FULL,FULL,**NONE**,NONE,tests/integrations-realtime.test.mjs (package.json:13),FIX REGRESSION,P1,Phase 2,High,not assessed in round 1,none found,"app/api/office/v1/stream/route.ts:22-42 replays history once, emits event: ready, then start() returns — **no subscription, no interval, controller never closed**. DbRealtimeTransport.publish (lib/integration/realtime.ts:26) has **zero callers**, so office_realtime_events is always empty. Platform users have no stream at all",none,Notifications appear without a reload || admin: none
NOTIF-019,ROUND-1 (V2 lineage),K,Outbox,durable event processor,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**STUB**,MISSING,n/a,MISSING,FULL,n/a,NONE,NONE,none,FIX REGRESSION,P1,Phase 2,Med,not assessed in round 1,none found,"lib/services/marketplace.ts:2136-2157 — **zero callers**, and the body only sets status='processed' without dispatching",none,Turning queued events into deliveries || admin: none
NOTIF-020,ROUND-1 (V2 lineage),K,Event,new message,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**FIRES** — conditional on recipientUserId != null (:1872), so never for property/property_request/general threads with an empty participant list; only 1 recipient per send",NOT APPLICABLE,FULL,FULL,FULL,FULL,NONE,in-app,tests/messages-contract.test.mjs:86 (send only),FIX REGRESSION,P1,Phase 1,High,not assessed in round 1,none found,lib/services/marketplace.ts:1875-1883,none,SERVICE_MESSAGE || admin: none
NOTIF-021,ROUND-1 (V2 lineage),K,Event,property inquiry,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**STUB / never emitted**,NOT APPLICABLE,MISSING,MISSING,n/a,n/a,NONE,**NONE**,none,FIX REGRESSION,**P0**,Phase 1,High,not assessed in round 1,none found,**no such notify type** — the property path is exactly the one that resolves to null recipient (lib/services/marketplace.ts:1971-1983),none,Buyer asked about your listing || admin: none
NOTIF-022,ROUND-1 (V2 lineage),K,Event,nearby property,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**STUB — declared nowhere, never emitted**",NOT APPLICABLE,MISSING,MISSING,MISSING,n/a,NONE,NONE,none,NEW IMPROVEMENT,P2,Phase 3,Med,not assessed in round 1,none found,"**no emitter** — grep for notify( returns 7 sites (lib/services/marketplace.ts:179,189,1175,1373,1434,1567,1875), none property-related",none,New listing near you || admin: none
NOTIF-023,ROUND-1 (V2 lineage),K,Event,service match,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**STUB — matches are computed and never announced**,NOT APPLICABLE,MISSING (badge only),MISSING,FULL,n/a,NONE,**NONE**,none,NEW IMPROVEMENT,**P1**,Phase 2,High,not assessed in round 1,none found,"matching writes service_request_matches (lib/services/marketplace.ts:983-1019, counted at app/api/service-dashboard/counts/route.ts:28) but **no notify() call**",none,Your profile matched a new request || admin: none
NOTIF-024,ROUND-1 (V2 lineage),K,Event,offer received,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**FIRES**,NOT APPLICABLE,FULL,FULL,FULL,FULL,NONE,in-app,tests/services-marketplace.test.mjs (package.json:13),KEEP,P3,—,Low,not assessed in round 1,none found,lib/services/marketplace.ts:1175-1181,none,SERVICE_OFFER_RECEIVED || admin: none
NOTIF-025,ROUND-1 (V2 lineage),K,Event,accepted offer,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**FIRES** (in-app); outbox leg is a STUB (NOTIF-019),NOT APPLICABLE,FULL,FULL,FULL,FULL,NONE,in-app,same suite,KEEP,P3,—,Low,not assessed in round 1,none found,"lib/services/marketplace.ts:1373-1380, plus outbox :1382",none,SERVICE_OFFER_ACCEPTED || admin: none
NOTIF-026,ROUND-1 (V2 lineage),K,Event,order update,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**PARTIAL** — accepted, scheduled, in_progress, delivered, cancelled fire nothing",NOT APPLICABLE,PARTIAL,FULL,FULL,FULL,NONE,in-app,same suite,KEEP + IMPROVE,P1,Phase 2,Med,not assessed in round 1,none found,"lib/services/marketplace.ts:1407-1459 transitions all statuses but **only** COMPLETED notifies (:1430-1441, type SERVICE_JOB_COMPLETED)",none,job status transitions || admin: none
NOTIF-027,ROUND-1 (V2 lineage),K,Event,review received,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**FIRES**,NOT APPLICABLE,FULL,FULL,FULL,FULL,NONE,in-app,same suite,KEEP,P3,—,Low,not assessed in round 1,none found,lib/services/marketplace.ts:1567-1574,none,SERVICE_REVIEW_RECEIVED || admin: none
NOTIF-028,ROUND-1 (V2 lineage),K,Event,verification / provider status,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**FIRES**,NOT APPLICABLE,FULL,FULL,FULL,FULL,NONE,in-app,same suite,KEEP,P3,—,Low,not assessed in round 1,none found,lib/services/marketplace.ts:179-186 and 189-196,none,PROVIDER_APPROVED / PROVIDER_REJECTED / PROVIDER_SUSPENDED || admin: admin triggers via setProviderStatus
NOTIF-029,ROUND-1 (V2 lineage),K,Event,auction event,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**STUB — never emitted**,NOT APPLICABLE,MISSING,MISSING,n/a,n/a,NONE,**NONE**,none,NEW IMPROVEMENT,**P1**,Phase 2,High,not assessed in round 1,none found,"**no emitter** — grep for notify/notification under lib/auctions + app/api/auctions returns nothing; schemas exist (lib/db/schemas/auctions-schema.ts, auction-hardening-schema.ts, limited-auction-schema.ts)",none,bid placed / outbid / auction closing || admin: none
NOTIF-030,ROUND-1 (V2 lineage),K,Event,rank change,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**STUB — never emitted**,NOT APPLICABLE,MISSING,MISSING,FULL,n/a,NONE,NONE,none,NEW IMPROVEMENT,P3,Phase 3,Low,not assessed in round 1,none found,**no emitter** — featured_rank is written by admin (lib/services/marketplace.ts:210-214) and recomputeProviderRating (:1579-1596) notifies nobody,none,Provider featured-rank / rating movement || admin: none
NOTIF-031,ROUND-1 (V2 lineage),K,Event,news,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**STUB — pull only, no push notification**",NOT APPLICABLE,n/a,MISSING,FULL (counters),n/a,NONE,NONE,tests/integrations-news-ads.test.mjs,NEW IMPROVEMENT,P3,Phase 3,Low,not assessed in round 1,none found,lib/news/delivery.ts:1-10 is a **pull-based feed resolver** (resolveNewsFeed/resolveTickerForContext); grep for notif/dispatch in that file returns only news_delivery_counters (:220). No notification is created for news,none,New news item / ticker || admin: none
